url,email,telephone
https://www.jbmotors.fr/prestations/depot-vente/,,"+33240507656, 02 40 50 76 56, 0240507656"
https://www.backcar.fr/agences/nantes,,"06 56 69 70 40, 06 61 99 27 64, 06 64 19 94 54, 06 67 97 79 14, 07 54 35 67 47"
https://www.nantes-prestige-autos.com/depot-vente.php,,
https://dgselectcars.fr/depot-vente,info@dgselectcars.com,"04 92 02 95 13, 04.92.02.95.13"
https://cedric-vaslin.fr/achat+et+depot+vente+de+voiture+de+luxe+ancienne+et+prestige+a+nice+dans+les+alpes-maritimes-z10,cedric@collection-privee-automobile.com,"""+33 6 20 52 02 40"", +33 6 20 52 02 40, 06 20 52 02 40"
https://www.rachatvoituremontpellier.fr/activites-depot+vente+de+voiture+montpellier+herault-9,conseiller@autostock-montpellier.fr,"+33426850796, 04 26 85 07 96"
https://cedric-vaslin.fr/,cedric@collection-privee-automobile.com,"""+33 6 20 52 02 40"", +33 6 20 52 02 40, 06 20 52 02 40"
https://www.goupil-automobile.fr/,contact@goupil-automobile.fr,"+33234882194, 02 34 88 21 94"
https://www.carsncaux.fr/,carsncaux@gmail.com,"+33666179345, 04.44.44.60.40, 06.66.17.93.45"
https://www.prestigeautomobile.fr/depot-vente-w1,sasprestigeautomobile@gmail.com,"+33244101689, 02 44 10 16 89"
https://www.gzmotors.fr/depot-vente+de+vehicules+d+occasion+caen+calvados+14-z22,,
https://rouen-nord.viaautomobile.com/via-automobile-rouen-nord-votre-garage-depot-vente,,06 30 75 89 63
https://strasbourg-ouest.viaautomobile.com/via-automobile-strasbourg-ouest-votre-garage-depot-vente,,03 88 28 61 24
https://reims.viaautomobile.com/garage-depot-vente-reims,,
